year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
2024,CALIFORNIA,CA,6,93,71,US HOUSE,4,GEN,JOHN MUNN,REPUBLICAN,FALSE,TOTAL,114950,342680,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,4,GEN,MIKE THOMPSON,DEMOCRAT,FALSE,TOTAL,227730,342680,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,5,GEN,"MICHAEL J. \""MIKE\"" BARKLEY",DEMOCRAT,FALSE,TOTAL,140919,368562,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,5,GEN,TOM MCCLINTOCK,REPUBLICAN,FALSE,TOTAL,227643,368562,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,6,GEN,AMI BERA,DEMOCRAT,FALSE,TOTAL,165408,287072,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,6,GEN,CHRISTINE BISH,REPUBLICAN,FALSE,TOTAL,121664,287072,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,7,GEN,DORIS O. MATSUI,DEMOCRAT,FALSE,TOTAL,197429,295770,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,7,GEN,TOM SILVA,REPUBLICAN,FALSE,TOTAL,98341,295770,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,8,GEN,JOHN GARAMENDI,DEMOCRAT,FALSE,TOTAL,201962,273030,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,8,GEN,RUDY RECILE,REPUBLICAN,FALSE,TOTAL,71068,273030,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,9,GEN,JOSH HARDER,DEMOCRAT,FALSE,TOTAL,130183,251357,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,9,GEN,KEVIN LINCOLN,REPUBLICAN,FALSE,TOTAL,121174,251357,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,10,GEN,KATHERINE PICCININI,REPUBLICAN,FALSE,TOTAL,122219,364544,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,10,GEN,MARK DESAULNIER,DEMOCRAT,FALSE,TOTAL,242325,364544,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,11,GEN,BRUCE LOU,REPUBLICAN,FALSE,TOTAL,64315,339111,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,11,GEN,NANCY PELOSI,DEMOCRAT,FALSE,TOTAL,274796,339111,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,12,GEN,JENNIFER TRAN,DEMOCRAT,FALSE,TOTAL,97849,283025,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,12,GEN,LATEEFAH SIMON,DEMOCRAT,FALSE,TOTAL,185176,283025,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,13,GEN,ADAM GRAY,DEMOCRAT,FALSE,TOTAL,105554,210921,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,13,GEN,JOHN S. DUARTE,REPUBLICAN,FALSE,TOTAL,105367,210921,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,14,GEN,ERIC SWALWELL,DEMOCRAT,FALSE,TOTAL,187263,276388,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,14,GEN,VIN KRUTTIVENTI,REPUBLICAN,FALSE,TOTAL,89125,276388,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,15,GEN,ANNA CHENG KRAMER,REPUBLICAN,FALSE,TOTAL,77896,289544,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,15,GEN,KEVIN MULLIN,DEMOCRAT,FALSE,TOTAL,211648,289544,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,16,GEN,EVAN LOW,DEMOCRAT,FALSE,TOTAL,128893,308476,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,16,GEN,SAM LICCARDO,DEMOCRAT,FALSE,TOTAL,179583,308476,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,17,GEN,ANITA CHEN,REPUBLICAN,FALSE,TOTAL,82415,254877,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,17,GEN,RO KHANNA,DEMOCRAT,FALSE,TOTAL,172462,254877,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,18,GEN,PETER D. HERNANDEZ,REPUBLICAN,FALSE,TOTAL,80832,228506,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,18,GEN,ZOE LOFGREN,DEMOCRAT,FALSE,TOTAL,147674,228506,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,19,GEN,JASON MICHAEL ANDERSON,REPUBLICAN,FALSE,TOTAL,111862,364320,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,19,GEN,JIMMY PANETTA,DEMOCRAT,FALSE,TOTAL,252458,364320,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,20,GEN,MIKE BOUDREAUX,REPUBLICAN,FALSE,TOTAL,100926,288788,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,20,GEN,VINCE FONG,REPUBLICAN,FALSE,TOTAL,187862,288788,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,21,GEN,JIM COSTA,DEMOCRAT,FALSE,TOTAL,102798,195531,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,21,GEN,MICHAEL MAHER,REPUBLICAN,FALSE,TOTAL,92733,195531,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,DAVID G. VALADAO,REPUBLICAN,FALSE,TOTAL,89484,167507,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,RUDY SALAS,DEMOCRAT,FALSE,TOTAL,78023,167507,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,DEREK MARSHALL,DEMOCRAT,FALSE,TOTAL,105563,264849,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,JAY OBERNOLTE,REPUBLICAN,FALSE,TOTAL,159286,264849,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,SALUD O. CARBAJAL,DEMOCRAT,FALSE,TOTAL,214724,342479,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,THOMAS COLE,REPUBLICAN,FALSE,TOTAL,127755,342479,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,IAN M. WEEKS,REPUBLICAN,FALSE,TOTAL,107194,245031,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,RAUL RUIZ,DEMOCRAT,FALSE,TOTAL,137837,245031,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,JULIA BROWNLEY,DEMOCRAT,FALSE,TOTAL,187393,334306,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,MICHAEL KOSLOW,REPUBLICAN,FALSE,TOTAL,146913,334306,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,27,GEN,GEORGE WHITESIDES,DEMOCRAT,FALSE,TOTAL,154040,300090,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,27,GEN,MIKE GARCIA,REPUBLICAN,FALSE,TOTAL,146050,300090,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,APRIL A. VERLATO,REPUBLICAN,FALSE,TOTAL,110455,314944,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,JUDY CHU,DEMOCRAT,FALSE,TOTAL,204489,314944,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,BENITO BENNY BERNAL,REPUBLICAN,FALSE,TOTAL,63374,209686,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,LUZ MARIA RIVAS,DEMOCRAT,FALSE,TOTAL,146312,209686,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,ALEX BALEKIAN,REPUBLICAN,FALSE,TOTAL,98559,311659,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,LAURA FRIEDMAN,DEMOCRAT,FALSE,TOTAL,213100,311659,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,DANIEL JOSE BOCIC MARTINEZ,REPUBLICAN,FALSE,TOTAL,99856,247951,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,GIL CISNEROS,DEMOCRAT,FALSE,TOTAL,148095,247951,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,32,GEN,BRAD SHERMAN,DEMOCRAT,FALSE,TOTAL,212934,321645,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,32,GEN,LARRY THOMPSON,REPUBLICAN,FALSE,TOTAL,108711,321645,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,PETE AGUILAR,DEMOCRAT,FALSE,TOTAL,137197,233275,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,TOM HERMAN,REPUBLICAN,FALSE,TOTAL,96078,233275,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,34,GEN,DAVID KIM,DEMOCRAT,FALSE,TOTAL,84020,189414,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,34,GEN,JIMMY GOMEZ,DEMOCRAT,FALSE,TOTAL,105394,189414,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,MIKE CARGILE,REPUBLICAN,FALSE,TOTAL,97142,233555,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,NORMA J. TORRES,DEMOCRAT,FALSE,TOTAL,136413,233555,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,MELISSA TOOMIM,REPUBLICAN,FALSE,TOTAL,111985,357987,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,TED LIEU,DEMOCRAT,FALSE,TOTAL,246002,357987,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,JUAN REY,NO PARTY PREFERENCE,FALSE,TOTAL,44450,204814,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,SYDNEY KAMLAGER-DOVE,DEMOCRAT,FALSE,TOTAL,160364,204814,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,38,GEN,ERIC J. CHING,REPUBLICAN,FALSE,TOTAL,110818,275928,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,38,GEN,LINDA T. S��NCHEZ,DEMOCRAT,FALSE,TOTAL,165110,275928,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,DAVID SERPA,REPUBLICAN,FALSE,TOTAL,99469,229660,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,MARK TAKANO,DEMOCRAT,FALSE,TOTAL,130191,229660,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,40,GEN,JOE KERR,DEMOCRAT,FALSE,TOTAL,171637,383635,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,40,GEN,YOUNG KIM,REPUBLICAN,FALSE,TOTAL,211998,383635,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,KEN CALVERT,REPUBLICAN,FALSE,TOTAL,183216,354445,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,WILL ROLLINS,DEMOCRAT,FALSE,TOTAL,171229,354445,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,JOHN BRISCOE,REPUBLICAN,FALSE,TOTAL,74410,233563,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,ROBERT GARCIA,DEMOCRAT,FALSE,TOTAL,159153,233563,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,43,GEN,MAXINE WATERS,DEMOCRAT,FALSE,TOTAL,160080,213232,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,43,GEN,STEVE WILLIAMS,REPUBLICAN,FALSE,TOTAL,53152,213232,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,44,GEN,NANETTE DIAZ BARRAG��N,DEMOCRAT,FALSE,TOTAL,164765,230852,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,44,GEN,ROGER GROH,REPUBLICAN,FALSE,TOTAL,66087,230852,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,DEREK TRAN,DEMOCRAT,FALSE,TOTAL,158264,315875,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,MICHELLE STEEL,REPUBLICAN,FALSE,TOTAL,157611,315875,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,DAVID PAN,REPUBLICAN,FALSE,TOTAL,77279,211292,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,J. LUIS CORREA,DEMOCRAT,FALSE,TOTAL,134013,211292,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,DAVE MIN,DEMOCRAT,FALSE,TOTAL,181721,353275,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,SCOTT BAUGH,REPUBLICAN,FALSE,TOTAL,171554,353275,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,DARRELL ISSA,REPUBLICAN,FALSE,TOTAL,213625,360290,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,STEPHEN HOULAHAN,DEMOCRAT,FALSE,TOTAL,146665,360290,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,MATT GUNDERSON,REPUBLICAN,FALSE,TOTAL,180950,378347,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,MIKE LEVIN,DEMOCRAT,FALSE,TOTAL,197397,378347,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,PETER J. BONO,REPUBLICAN,FALSE,TOTAL,128859,360695,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,SCOTT H. PETERS,DEMOCRAT,FALSE,TOTAL,231836,360695,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,51,GEN,BILL WELLS,REPUBLICAN,FALSE,TOTAL,128749,327584,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,51,GEN,SARA JACOBS,DEMOCRAT,FALSE,TOTAL,198835,327584,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,52,GEN,JUAN VARGAS,DEMOCRAT,FALSE,TOTAL,172217,259718,FALSE,20250910,FALSE
2024,CALIFORNIA,CA,6,93,71,US HOUSE,52,GEN,JUSTIN LEE,REPUBLICAN,FALSE,TOTAL,87501,259718,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,1,GEN,"CHARLES H. \""CHUCK\"" NORRIS",DEMOCRAT,TRUE,TOTAL,88,345735,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,1,GEN,CRITTER MILTON,UNITY PARTY,FALSE,TOTAL,4084,345735,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,1,GEN,DANIEL LUTZ,APPROVAL VOTING PARTY,FALSE,TOTAL,2351,345735,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,1,GEN,DIANA DEGETTE,DEMOCRAT,FALSE,TOTAL,264606,345735,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,1,GEN,JOHN R. JOHNSON,UNAFFILIATED,TRUE,TOTAL,8,345735,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,1,GEN,VALDAMAR ARCHULETA,REPUBLICAN,FALSE,TOTAL,74598,345735,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,2,GEN,CYNTHIA MUNHOS DE AQUINO SIRIANNI,UNITY PARTY,FALSE,TOTAL,3744,416908,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,2,GEN,GAYLON KENT,LIBERTARIAN,FALSE,TOTAL,5180,416908,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,2,GEN,JAN KOK,APPROVAL VOTING PARTY,FALSE,TOTAL,2349,416908,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,2,GEN,JOE NEGUSE,DEMOCRAT,FALSE,TOTAL,284994,416908,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,2,GEN,MARSHALL DAWSON,REPUBLICAN,FALSE,TOTAL,120633,416908,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,2,GEN,MIKE WATSON,UNAFFILIATED,TRUE,TOTAL,8,416908,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,3,GEN,ADAM FRISCH,DEMOCRAT,FALSE,TOTAL,182147,397553,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,3,GEN,ADAM WITHROW,UNITY PARTY,FALSE,TOTAL,2721,397553,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,3,GEN,JAMES WILEY,LIBERTARIAN,FALSE,TOTAL,10734,397553,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,3,GEN,JEFF HURD,REPUBLICAN,FALSE,TOTAL,201951,397553,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,4,GEN,FRANK ATWOOD,APPROVAL VOTING PARTY,FALSE,TOTAL,6233,447807,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,4,GEN,HANNAH GOODMAN,LIBERTARIAN,FALSE,TOTAL,11676,447807,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,4,GEN,LAUREN BOEBERT,REPUBLICAN,FALSE,TOTAL,240213,447807,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,4,GEN,PAUL NOEL FIORINO,UNITY PARTY,FALSE,TOTAL,1436,447807,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,4,GEN,TRISHA CALVARESE,DEMOCRAT,FALSE,TOTAL,188249,447807,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,CHRISTOPHER MITCHELL,AMERICAN CONSTITUTION,FALSE,TOTAL,4006,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,CHRISTOPHER SWEAT,FORWARD PARTY,FALSE,TOTAL,1627,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,JEFF CRANK,REPUBLICAN,FALSE,TOTAL,197924,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,JOSEPH GAYE,UNAFFILIATED,FALSE,TOTAL,4094,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,MARCUS MURPHY,UNAFFILIATED,TRUE,TOTAL,4,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,MICHAEL KEITH VANCE,LIBERTARIAN,FALSE,TOTAL,6458,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,5,GEN,RIVER GASSEN,DEMOCRAT,FALSE,TOTAL,147972,362085,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,6,GEN,BRAD NICKLE,UNAFFILIATED,TRUE,TOTAL,25,343721,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,6,GEN,JASON CROW,DEMOCRAT,FALSE,TOTAL,202686,343721,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,6,GEN,JOHN E. FABBRICATORE,REPUBLICAN,FALSE,TOTAL,132174,343721,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,6,GEN,JOHN KITTLESON,LIBERTARIAN,FALSE,TOTAL,4832,343721,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,6,GEN,TRAVIS NICKS,APPROVAL VOTING PARTY,FALSE,TOTAL,4004,343721,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,7,GEN,BRITTANY PETTERSEN,DEMOCRAT,FALSE,TOTAL,235688,425966,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,7,GEN,PATRICK BOHAN,LIBERTARIAN,FALSE,TOTAL,9697,425966,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,7,GEN,PATRICK FLAHERTY,UNAFFILIATED,TRUE,TOTAL,37,425966,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,7,GEN,RON TUPA,UNITY PARTY,FALSE,TOTAL,5271,425966,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,7,GEN,SERGEI MATVEYUK,REPUBLICAN,FALSE,TOTAL,175273,425966,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,8,GEN,CHRIS BAUM,APPROVAL VOTING PARTY,FALSE,TOTAL,5741,333616,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,8,GEN,GABE EVANS,REPUBLICAN,FALSE,TOTAL,163320,333616,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,8,GEN,JAMES K. TREIBERT,UNAFFILIATED,TRUE,TOTAL,7,333616,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,8,GEN,SUSAN PATRICIA HALL,UNITY PARTY,FALSE,TOTAL,3677,333616,FALSE,20250910,FALSE
2024,COLORADO,CO,8,84,62,US HOUSE,8,GEN,YADIRA CARAVEO,DEMOCRAT,FALSE,TOTAL,160871,333616,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,JIM GRIFFIN,REPUBLICAN,FALSE,TOTAL,115065,330482,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,JOHN B. LARSON,DEMOCRAT,FALSE,TOTAL,197788,330482,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,MARY L. SANDERS,GREEN,FALSE,TOTAL,6768,330482,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,WORKING FAMILIES,NA,FALSE,TOTAL,10861,330482,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,JEFFERY RUSSELL,NA,TRUE,TOTAL,4,376047,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,JOE COURTNEY,DEMOCRAT,FALSE,TOTAL,218162,376047,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,"KENNETH KUSMIERSKI, JR.",NA,TRUE,TOTAL,3,376047,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,MIKE FRANCE,REPUBLICAN,FALSE,TOTAL,157878,376047,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,INDEPENDENT,NA,FALSE,TOTAL,5018,328923,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,MICHAEL MASSEY,REPUBLICAN,FALSE,TOTAL,130095,328923,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,OMAR SCOTT ANTAR,NA,TRUE,TOTAL,2,328923,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,ROSA L. DELAURO,DEMOCRAT,FALSE,TOTAL,193684,328923,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,SHAHD OMAR,NA,TRUE,TOTAL,124,328923,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,BENJAMIN WESLEY,INDEPENDENT,FALSE,TOTAL,5273,328857,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,JAMES A. HIMES,DEMOCRAT,FALSE,TOTAL,200791,328857,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,MICHAEL GOLDSTEIN,REPUBLICAN,FALSE,TOTAL,122793,328857,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,AHMAD A J DARWISH,NA,TRUE,TOTAL,76,337605,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,BERTRAM FERGUSON,NA,TRUE,TOTAL,3,337605,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,GEORGE LOGAN,REPUBLICAN,FALSE,TOTAL,157258,337605,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,JAHANA HAYES,DEMOCRAT,FALSE,TOTAL,171337,337605,FALSE,20250910,FALSE
2024,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,WORKING FAMILIES,NA,FALSE,TOTAL,8931,337605,FALSE,20250910,FALSE
2024,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,JOHN J. WHALEN III,REPUBLICAN,FALSE,TOTAL,209606,497436,FALSE,20250910,FALSE
2024,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,SARAH MCBRIDE,DEMOCRAT,FALSE,TOTAL,287830,497436,FALSE,20250910,FALSE
